FONTE;GRUPO ;PAYER ACCOUNT ID;LINKED ACCOUNT ID;ACCOUNT NAME;CÓDIGO ODIN;ASSINATURA ODIN;CLIENTE;CLIENTE UNIFICADO;POC;DIVISÃO;MULTICLOUD;CATEGORIA;CONTA;NUVEM;Receita;SUBCATEGORIA;TIPO DE COBRANÇA;CLIENTE;CLE;CNPJ;NOME CLIENTE;CÓDIGO ODIN;ASSINATURA ODIN;Payer AccountId;Cliente;CONTRATO PMC
CONSUMO AWS;Prodesp Certificados;649564306963;877582898974;CSGM-DEV;1137051;1303672;PRODESP- NETBACKUP;PRODESP- NETBACKUP;SIM;GOV;SIM;001 - Cliente;Prodesp Certificados;AWS;Com Receita;Cliente;Odin;PRODESP- NETBACKUP;354592223;62.577.929/0001-35;COMPANHIA DE PROCESSAMENTO DE DADOS DO ESTADO DE SÃO PAULO - PRO;1137051;1303672;649564306963;PRODESP- NETBACKUP;1137051
CONSUMO AWS;Prodesp Certificados;649564306963;915564376152;PRODESP-Security;1137051;1304481;PRODESP- NETBACKUP;PRODESP- NETBACKUP;NÃO;GOV;SIM;001 - Cliente;Prodesp Certificados;AWS;Com Receita;Cliente;Odin;PRODESP- NETBACKUP;354592252;62.577.929/0001-35;COMPANHIA DE PROCESSAMENTO DE DADOS DO ESTADO DE SÃO PAULO - PRO;1137051;1304481;649564306963;PRODESP- NETBACKUP;1137051
CONSUMO AWS;Prodesp Certificados;649564306963;934441747462;SAUDE_AGHUSE_POC;1137051;1303672;PRODESP- AGHUse;PRODESP- AGHUse;SIM;GOV;SIM;001 - Cliente;Prodesp Certificados;AWS;Com Receita;Cliente;Odin;PRODESP- AGHUse;354592223;62.577.929/0001-35;COMPANHIA DE PROCESSAMENTO DE DADOS DO ESTADO DE SÃO PAULO - PRO;1137051;1303672;649564306963;PRODESP- AGHUse;1137051
CONSUMO AWS;Prodesp Certificados;649564306963;954976305449;4150913-SDE-Portal de Oportunidades-Hom;1137051;1301534;PRODESP- SDE;PRODESP- SDE;NÃO;GOV;SIM;001 - Cliente;Prodesp Certificados;AWS;Com Receita;Cliente;Odin;PRODESP- SDE;354592220;62.577.929/0001-35;COMPANHIA DE PROCESSAMENTO DE DADOS DO ESTADO DE SÃO PAULO - PRO;1137051;1301534;649564306963;PRODESP- SDE;1137051
CONSUMO AWS;Prodesp Certificados;649564306963;957774330926;999x234-Recognition-Videoconferencia-CD-PRD;1137051;1304483;PRODESP- CERTIFICADOS DIGITAIS;PRODESP- CERTIFICADOS DIGITAIS;NÃO;GOV;SIM;001 - Cliente;Prodesp Certificados;AWS;Com Receita;Cliente;Odin;PRODESP- CERTIFICADOS DIGITAIS;354592251;62.577.929/0001-35;COMPANHIA DE PROCESSAMENTO DE DADOS DO ESTADO DE SÃO PAULO - PRO;1137051;1304483;649564306963;PRODESP- CERTIFICADOS DIGITAIS;1137051
CONSUMO AWS;Prodesp Certificados;649564306963;977636758594;Centro Paula Souza;1137051;1304471;PRODESP- CENTRO PAULA SOUZA;PRODESP- CENTRO PAULA SOUZA;NÃO;GOV;SIM;001 - Cliente;Prodesp Certificados;AWS;Com Receita;Cliente;Odin;PRODESP- CENTRO PAULA SOUZA;354592250;62.577.929/0001-35;COMPANHIA DE PROCESSAMENTO DE DADOS DO ESTADO DE SÃO PAULO - PRO;1137051;1304471;649564306963;PRODESP- CENTRO PAULA SOUZA;1137051
CONSUMO AWS;Prodesp Certificados;649564306963;980863744175;seduc_network;1137051;1303672;PRODESP- SEDUC;PRODESP- SEDUC;NÃO;GOV;SIM;001 - Cliente;Prodesp Certificados;AWS;Com Receita;Cliente;Odin;PRODESP- SEDUC;354592223;62.577.929/0001-35;COMPANHIA DE PROCESSAMENTO DE DADOS DO ESTADO DE SÃO PAULO - PRO;1137051;1303672;649564306963;PRODESP- SEDUC;1137051
CONSUMO AWS;Prodesp Certificados;649564306963;432508089282;desenvolvesp-hom;1137051;1299303;PRODESP- DESENVOLVE SP;PRODESP- DESENVOLVE SP;NÃO;GOV;SIM;001 - Cliente;Prodesp Certificados;AWS;Com Receita;Cliente;Odin;PRODESP- DESENVOLVE SP;354592223;62.577.929/0001-35;COMPANHIA DE PROCESSAMENTO DE DADOS DO ESTADO DE SÃO PAULO - PRO;1137051;1299303;649564306963;PRODESP- DESENVOLVE SP;1137051
CONSUMO AWS;Prodesp Certificados;649564306963;125788629056;seduc_cogfy;1137051;1303672;PRODESP- SEDUC;PRODESP- SEDUC;NÃO;GOV;SIM;001 - Cliente;Prodesp Certificados;AWS;Com Receita;Cliente;Odin;PRODESP- SEDUC;354592223;62.577.929/0001-35;COMPANHIA DE PROCESSAMENTO DE DADOS DO ESTADO DE SÃO PAULO - PRO;1137051;1303672;649564306963;PRODESP- SEDUC;1137051
CONSUMO AWS;Prodesp Certificados;649564306963;643715333964;SES-MEDEX;1137051;1303672;PRODESP- AGHUse;PRODESP- AGHUse;NÃO;GOV;SIM;001 - Cliente;Prodesp Certificados;AWS;Com Receita;Cliente;Odin;PRODESP- AGHUse;354592223;62.577.929/0001-35;COMPANHIA DE PROCESSAMENTO DE DADOS DO ESTADO DE SÃO PAULO - PRO;1137051;1303672;649564306963;PRODESP- AGHUse;1137051
CONSUMO AWS;Prodesp Certificados;649564306963;353863291581;Detran_cogfy;1137051;1303672;PRODESP- COGFY;PRODESP- COGFY;NÃO;GOV;SIM;001 - Cliente;Prodesp Certificados;AWS;Com Receita;Cliente;Odin;PRODESP- COGFY;354592223;62.577.929/0001-35;COMPANHIA DE PROCESSAMENTO DE DADOS DO ESTADO DE SÃO PAULO - PRO;1137051;1303672;649564306963;PRODESP- COGFY;1137051
CONSUMO AWS;Prodesp Certificados;649564306963;27038266604;seduc_lize;1137051;1303672;PRODESP- SEDUC;PRODESP- SEDUC;NÃO;GOV;SIM;001 - Cliente;Prodesp Certificados;AWS;Com Receita;Cliente;Odin;PRODESP- SEDUC;354592223;62.577.929/0001-35;COMPANHIA DE PROCESSAMENTO DE DADOS DO ESTADO DE SÃO PAULO - PRO;1137051;1303672;649564306963;PRODESP- SEDUC;1137051
CONSUMO AWS;Prodesp Certificados;649564306963;399707826148;Prodesp-Kiro;1137051;1303672;PRODESP- SEM TC;PRODESP- SEM TC;NÃO;GOV;SIM;001 - Cliente;Prodesp Certificados;AWS;Com Receita;Cliente;Odin;PRODESP- SEM TC;354592223;62.577.929/0001-35;COMPANHIA DE PROCESSAMENTO DE DADOS DO ESTADO DE SÃO PAULO - PRO;1137051;1303672;649564306963;PRODESP- SEM TC;1137051
CONSUMO AWS;Prodesp Certificados;649564306963;860402920869;Detran-Kiro;1137051;1303672;PRODESP- SEM TC;PRODESP- SEM TC;NÃO;GOV;SIM;001 - Cliente;Prodesp Certificados;AWS;Com Receita;Cliente;Odin;PRODESP- SEM TC;354592223;62.577.929/0001-35;COMPANHIA DE PROCESSAMENTO DE DADOS DO ESTADO DE SÃO PAULO - PRO;1137051;1303672;649564306963;PRODESP- SEM TC;1137051
CONSUMO AWS;Prodesp Certificados;649564306963;806121397353;DEVICE-FARM;1137051;1303672;PRODESP- SEM TC;PRODESP- SEM TC;NÃO;GOV;SIM;001 - Cliente;Prodesp Certificados;AWS;Com Receita;Cliente;Odin;PRODESP- SEM TC;354592223;62.577.929/0001-35;COMPANHIA DE PROCESSAMENTO DE DADOS DO ESTADO DE SÃO PAULO - PRO;1137051;1303672;649564306963;PRODESP- SEM TC;1137051
CONSUMO AWS;Prodesp Certificados;649564306963;496607028833;3620258-SGGD-ESCALA-MEDICA;1137051;1303672;PRODESP- ESCALA MEDICA;PRODESP- ESCALA MEDICA;NÃO;GOV;SIM;001 - Cliente;Prodesp Certificados;AWS;Com Receita;Cliente;Odin;PRODESP- ESCALA MEDICA;354592223;62.577.929/0001-35;COMPANHIA DE PROCESSAMENTO DE DADOS DO ESTADO DE SÃO PAULO - PRO;1137051;1303672;649564306963;PRODESP- ESCALA MEDICA;1137051
CONSUMO AWS;Prodesp Certificados;649564306963;525881110553;Minuta IA;1137051;1303672;PRODESP- MINUTA IA;PRODESP- MINUTA IA;NÃO;GOV;SIM;001 - Cliente;Prodesp Certificados;AWS;Com Receita;Cliente;Odin;PRODESP- MINUTA IA;354592223;62.577.929/0001-35;COMPANHIA DE PROCESSAMENTO DE DADOS DO ESTADO DE SÃO PAULO - PRO;1137051;1303672;649564306963;PRODESP- MINUTA IA;1137051
CONSUMO AWS;Prodesp Certificados;649564306963;604764467711;Fundacao Casa;1137051;1303672;PRODESP- DESEVELOPER IA;PRODESP- DESEVELOPER IA;NÃO;GOV;SIM;001 - Cliente;Prodesp Certificados;AWS;Com Receita;Cliente;Odin;PRODESP- DESEVELOPER IA;354592223;62.577.929/0001-35;COMPANHIA DE PROCESSAMENTO DE DADOS DO ESTADO DE SÃO PAULO - PRO;1137051;1303672;649564306963;PRODESP- DESEVELOPER IA;1137051
CONSUMO AWS;Prodesp Biometria;46704564938;530869074635;3620251-ABIS-SGGD-Prod;1137051;1303672;PRODESP- ABIS;PRODESP- ABIS;NÃO;GOV;SIM;001 - Cliente;Prodesp Biometria;AWS;Com Receita;Cliente;Odin;PRODESP- ABIS;354592223;62.577.929/0001-35;COMPANHIA DE PROCESSAMENTO DE DADOS DO ESTADO DE SÃO PAULO - PRO;1137051;1303672;46704564938;PRODESP- ABIS;1137051
CONSUMO AWS;Prodesp Biometria;46704564938;301678011937;3621009-ABIS-SGGD-Dev;1137051;1303672;PRODESP- ABIS;PRODESP- ABIS;NÃO;GOV;SIM;001 - Cliente;Prodesp Biometria;AWS;Com Receita;Cliente;Odin;PRODESP- ABIS;354592223;62.577.929/0001-35;COMPANHIA DE PROCESSAMENTO DE DADOS DO ESTADO DE SÃO PAULO - PRO;1137051;1303672;46704564938;PRODESP- ABIS;1137051
CONSUMO AWS;Virtueyes;650504129480;580572772467;veye_root;1133041;1282613;VIRTUEYES;VIRTUEYES;NÃO;CORP;SIM;001 - Cliente;Virtueyes;AWS;Com Receita;Cliente;Odin;VIRTUEYES;1621919590002;13.173.432/0001-46;V.Eye Gestão Inteligente de Conectividade Ltda;1133041;1282613;650504129480;VIRTUEYES;1133041
CONSUMO AWS;Virtueyes;650504129480;650504129480;VIRTUEYES;1133041;1282613;VIRTUEYES;VIRTUEYES;NÃO;CORP;SIM;001 - Cliente;Virtueyes;AWS;Com Receita;Cliente;Odin;VIRTUEYES;1621919590002;13.173.432/0001-46;V.Eye Gestão Inteligente de Conectividade Ltda;1133041;1282613;650504129480;VIRTUEYES;1133041
CONSUMO AWS;Virtueyes;650504129480;867344438081;Connect- IoT;1133041;1282613;VIRTUEYES;VIRTUEYES;NÃO;CORP;SIM;001 - Cliente;Virtueyes;AWS;Com Receita;Cliente;Odin;VIRTUEYES;1621919590002;13.173.432/0001-46;V.Eye Gestão Inteligente de Conectividade Ltda;1133041;1282613;650504129480;VIRTUEYES;1133041
CONSUMO AWS;Tjrj;654654294018;36209394216;Security;1121439;1297788;TJRJ;TJRJ;NÃO;GOV;SIM;001 - Cliente;Tjrj;AWS;Com Receita;Cliente;Odin;TJRJ;73308460013;28.538.734/0001-48;TRIBUNAL DE JUSTICA DO ESTADO DO RIO DE JANEIRO;1121439;1297788;654654294018;TJRJ;1121439
CONSUMO AWS;Tjrj;654654294018;71214564277;TJRJ_Senuv;1121439;1297788;TJRJ;TJRJ;NÃO;GOV;SIM;001 - Cliente;Tjrj;AWS;Com Receita;Cliente;Odin;TJRJ;73308460013;28.538.734/0001-48;TRIBUNAL DE JUSTICA DO ESTADO DO RIO DE JANEIRO;1121439;1297788;654654294018;TJRJ;1121439
CONSUMO AWS;Tjrj;654654294018;116036307560;AUDIA_POC;1121439;1297788;TJRJ;TJRJ;SIM;GOV;SIM;001 - Cliente;Tjrj;AWS;Com Receita;Cliente;Odin;TJRJ;73308460013;28.538.734/0001-48;TRIBUNAL DE JUSTICA DO ESTADO DO RIO DE JANEIRO;1121439;1297788;654654294018;TJRJ;1121439
CONSUMO AWS;Tjrj;654654294018;127214669053;AWS - CNJ - TJRJ;1121439;1297788;TJRJ;TJRJ;NÃO;GOV;SIM;001 - Cliente;Tjrj;AWS;Com Receita;Cliente;Odin;TJRJ;73308460013;28.538.734/0001-48;TRIBUNAL DE JUSTICA DO ESTADO DO RIO DE JANEIRO;1121439;1297788;654654294018;TJRJ;1121439
CONSUMO AWS;Tjrj;654654294018;205930618756;Network;1121439;1297788;TJRJ;TJRJ;NÃO;GOV;SIM;001 - Cliente;Tjrj;AWS;Com Receita;Cliente;Odin;TJRJ;73308460013;28.538.734/0001-48;TRIBUNAL DE JUSTICA DO ESTADO DO RIO DE JANEIRO;1121439;1297788;654654294018;TJRJ;1121439
CONSUMO AWS;Tjrj;654654294018;288761763341;Devops;1121439;1297788;TJRJ;TJRJ;NÃO;GOV;SIM;001 - Cliente;Tjrj;AWS;Com Receita;Cliente;Odin;TJRJ;73308460013;28.538.734/0001-48;TRIBUNAL DE JUSTICA DO ESTADO DO RIO DE JANEIRO;1121439;1297788;654654294018;TJRJ;1121439
CONSUMO AWS;Tjrj;654654294018;354918412070;SGDAI_Producao;1121439;1297788;TJRJ;TJRJ;NÃO;GOV;SIM;001 - Cliente;Tjrj;AWS;Com Receita;Cliente;Odin;TJRJ;73308460013;28.538.734/0001-48;TRIBUNAL DE JUSTICA DO ESTADO DO RIO DE JANEIRO;1121439;1297788;654654294018;TJRJ;1121439
CONSUMO AWS;Tjrj;654654294018;390844738342;LogArchive;1121439;1297788;TJRJ;TJRJ;NÃO;GOV;SIM;001 - Cliente;Tjrj;AWS;Com Receita;Cliente;Odin;TJRJ;73308460013;28.538.734/0001-48;TRIBUNAL DE JUSTICA DO ESTADO DO RIO DE JANEIRO;1121439;1297788;654654294018;TJRJ;1121439
CONSUMO AWS;Tjrj;654654294018;396608812293;RDCARQ_Homologacao;1121439;1297788;TJRJ;TJRJ;NÃO;GOV;SIM;001 - Cliente;Tjrj;AWS;Com Receita;Cliente;Odin;TJRJ;73308460013;28.538.734/0001-48;TRIBUNAL DE JUSTICA DO ESTADO DO RIO DE JANEIRO;1121439;1297788;654654294018;TJRJ;1121439
CONSUMO AWS;Tjrj;654654294018;442042548995;EPROC _Producao;1121439;1297788;TJRJ;TJRJ;NÃO;GOV;SIM;001 - Cliente;Tjrj;AWS;Com Receita;Cliente;Odin;TJRJ;73308460013;28.538.734/0001-48;TRIBUNAL DE JUSTICA DO ESTADO DO RIO DE JANEIRO;1121439;1297788;654654294018;TJRJ;1121439
CONSUMO AWS;Tjrj;654654294018;512233056487;ASSIA_Producao;1121439;1297788;TJRJ;TJRJ;NÃO;GOV;SIM;001 - Cliente;Tjrj;AWS;Com Receita;Cliente;Odin;TJRJ;73308460013;28.538.734/0001-48;TRIBUNAL DE JUSTICA DO ESTADO DO RIO DE JANEIRO;1121439;1297788;654654294018;TJRJ;1121439
CONSUMO AWS;Tjrj;654654294018;533266996462;TJRJ - Teste;1121439;1297788;TJRJ;TJRJ;NÃO;GOV;SIM;001 - Cliente;Tjrj;AWS;Com Receita;Cliente;Odin;TJRJ;73308460013;28.538.734/0001-48;TRIBUNAL DE JUSTICA DO ESTADO DO RIO DE JANEIRO;1121439;1297788;654654294018;TJRJ;1121439
CONSUMO AWS;Tjrj;654654294018;585008055005;EPROC_Sustentacao;1121439;1297788;TJRJ;TJRJ;NÃO;GOV;SIM;001 - Cliente;Tjrj;AWS;Com Receita;Cliente;Odin;TJRJ;73308460013;28.538.734/0001-48;TRIBUNAL DE JUSTICA DO ESTADO DO RIO DE JANEIRO;1121439;1297788;654654294018;TJRJ;1121439
CONSUMO AWS;Tjrj;654654294018;590184014073;TJRJ_Dados;1121439;1297788;TJRJ;TJRJ;NÃO;GOV;SIM;001 - Cliente;Tjrj;AWS;Com Receita;Cliente;Odin;TJRJ;73308460013;28.538.734/0001-48;TRIBUNAL DE JUSTICA DO ESTADO DO RIO DE JANEIRO;1121439;1297788;654654294018;TJRJ;1121439
CONSUMO AWS;Tjrj;654654294018;650251706988;ASSIA_Homologacao;1121439;1297788;TJRJ;TJRJ;NÃO;GOV;SIM;001 - Cliente;Tjrj;AWS;Com Receita;Cliente;Odin;TJRJ;73308460013;28.538.734/0001-48;TRIBUNAL DE JUSTICA DO ESTADO DO RIO DE JANEIRO;1121439;1297788;654654294018;TJRJ;1121439
CONSUMO AWS;Tjrj;654654294018;654654294018;TJRJ_Management;1121439;1297788;TJRJ;TJRJ;NÃO;GOV;SIM;001 - Cliente;Tjrj;AWS;Com Receita;Cliente;Odin;TJRJ;73308460013;28.538.734/0001-48;TRIBUNAL DE JUSTICA DO ESTADO DO RIO DE JANEIRO;1121439;1297788;654654294018;TJRJ;1121439
CONSUMO AWS;Tjrj;654654294018;707345500926;Identity;1121439;1297788;TJRJ;TJRJ;NÃO;GOV;SIM;001 - Cliente;Tjrj;AWS;Com Receita;Cliente;Odin;TJRJ;73308460013;28.538.734/0001-48;TRIBUNAL DE JUSTICA DO ESTADO DO RIO DE JANEIRO;1121439;1297788;654654294018;TJRJ;1121439
CONSUMO AWS;Tjrj;654654294018;746602328889;MAISACORDO_Homologacao;1121439;1297788;TJRJ;TJRJ;NÃO;GOV;SIM;001 - Cliente;Tjrj;AWS;Com Receita;Cliente;Odin;TJRJ;73308460013;28.538.734/0001-48;TRIBUNAL DE JUSTICA DO ESTADO DO RIO DE JANEIRO;1121439;1297788;654654294018;TJRJ;1121439
CONSUMO AWS;Tjrj;654654294018;767397684029;TJRJ_Archivematica;1121439;1297788;TJRJ;TJRJ;NÃO;GOV;SIM;001 - Cliente;Tjrj;AWS;Com Receita;Cliente;Odin;TJRJ;73308460013;28.538.734/0001-48;TRIBUNAL DE JUSTICA DO ESTADO DO RIO DE JANEIRO;1121439;1297788;654654294018;TJRJ;1121439
CONSUMO AWS;Tjrj;654654294018;886436946733;Audit;1121439;1297788;TJRJ;TJRJ;NÃO;GOV;SIM;001 - Cliente;Tjrj;AWS;Com Receita;Cliente;Odin;TJRJ;73308460013;28.538.734/0001-48;TRIBUNAL DE JUSTICA DO ESTADO DO RIO DE JANEIRO;1121439;1297788;654654294018;TJRJ;1121439
CONSUMO AWS;Tjrj;654654294018;888167667356;TJRJ - EPROC;1121439;1297788;TJRJ;TJRJ;NÃO;GOV;SIM;001 - Cliente;Tjrj;AWS;Com Receita;Cliente;Odin;TJRJ;73308460013;28.538.734/0001-48;TRIBUNAL DE JUSTICA DO ESTADO DO RIO DE JANEIRO;1121439;1297788;654654294018;TJRJ;1121439
CONSUMO AWS;Tjrj;654654294018;897722706964;EPROC_Producao;1121439;1297788;TJRJ;TJRJ;NÃO;GOV;SIM;001 - Cliente;Tjrj;AWS;Com Receita;Cliente;Odin;TJRJ;73308460013;28.538.734/0001-48;TRIBUNAL DE JUSTICA DO ESTADO DO RIO DE JANEIRO;1121439;1297788;654654294018;TJRJ;1121439
CONSUMO AWS;Tjrj;654654294018;897729124419;EPROC_Homologacao;1121439;1297788;TJRJ;TJRJ;NÃO;GOV;SIM;001 - Cliente;Tjrj;AWS;Com Receita;Cliente;Odin;TJRJ;73308460013;28.538.734/0001-48;TRIBUNAL DE JUSTICA DO ESTADO DO RIO DE JANEIRO;1121439;1297788;654654294018;TJRJ;1121439
CONSUMO AWS;Tjrj;654654294018;966000660636;ASSIA_Desenvolvimento;1121439;1297788;TJRJ;TJRJ;NÃO;GOV;SIM;001 - Cliente;Tjrj;AWS;Com Receita;Cliente;Odin;TJRJ;73308460013;28.538.734/0001-48;TRIBUNAL DE JUSTICA DO ESTADO DO RIO DE JANEIRO;1121439;1297788;654654294018;TJRJ;1121439
CONSUMO AWS;Tjrj;654654294018;17051651811;SGDAI_DEV;1121439;1297788;TJRJ;TJRJ;NÃO;GOV;SIM;001 - Cliente;Tjrj;AWS;Com Receita;Cliente;Odin;TJRJ;73308460013;28.538.734/0001-48;TRIBUNAL DE JUSTICA DO ESTADO DO RIO DE JANEIRO;1121439;1297788;654654294018;TJRJ;1121439
CONSUMO AWS;Primebuilder;654654330152;184514436034;Prime Systems;1133535;1287197;PRIMEBUILDER;PRIMEBUILDER;NÃO;CORP;SIM;001 - Cliente;Primebuilder;AWS;Com Receita;Cliente;Odin;PRIMEBUILDER;2261904190002;40.121.505/0001-29;PRIMEBUILDER TECNOLOGIA S A;1133535;1287197;654654330152;PRIMEBUILDER;1133535
CONSUMO AWS;Primebuilder;654654330152;436284114026;Cycle Startup;1133535;1287197;PRIMEBUILDER;PRIMEBUILDER;NÃO;CORP;SIM;001 - Cliente;Primebuilder;AWS;Com Receita;Cliente;Odin;PRIMEBUILDER;2261904190002;40.121.505/0001-29;PRIMEBUILDER TECNOLOGIA S A;1133535;1287197;654654330152;PRIMEBUILDER;1133535
CONSUMO AWS;Primebuilder;654654330152;530726525176;PrimeBuilder-Atlas;1133535;1287197;PRIMEBUILDER;PRIMEBUILDER;NÃO;CORP;SIM;001 - Cliente;Primebuilder;AWS;Com Receita;Cliente;Odin;PRIMEBUILDER;2261904190002;40.121.505/0001-29;PRIMEBUILDER TECNOLOGIA S A;1133535;1287197;654654330152;PRIMEBUILDER;1133535
CONSUMO AWS;Primebuilder;654654330152;536697226929;PrimeBuilder;1133535;1287197;PRIMEBUILDER;PRIMEBUILDER;NÃO;CORP;SIM;001 - Cliente;Primebuilder;AWS;Com Receita;Cliente;Odin;PRIMEBUILDER;2261904190002;40.121.505/0001-29;PRIMEBUILDER TECNOLOGIA S A;1133535;1287197;654654330152;PRIMEBUILDER;1133535
CONSUMO AWS;Primebuilder;654654330152;654654330152;Primebuilder;1133535;1287197;PRIMEBUILDER;PRIMEBUILDER;NÃO;CORP;SIM;001 - Cliente;Primebuilder;AWS;Com Receita;Cliente;Odin;PRIMEBUILDER;2261904190002;40.121.505/0001-29;PRIMEBUILDER TECNOLOGIA S A;1133535;1287197;654654330152;PRIMEBUILDER;1133535
CONSUMO AWS;Primebuilder;654654330152;852982060205;PrimeBuilder-Phoenix-Dev;1133535;1287197;PRIMEBUILDER;PRIMEBUILDER;NÃO;CORP;SIM;001 - Cliente;Primebuilder;AWS;Com Receita;Cliente;Odin;PRIMEBUILDER;2261904190002;40.121.505/0001-29;PRIMEBUILDER TECNOLOGIA S A;1133535;1287197;654654330152;PRIMEBUILDER;1133535
CONSUMO AWS;Ebt CDN;654654405846;140023388531;LogArchive;1036514;1270529;EMBRATEL;EMBRATEL;NÃO;EBT;SIM;;Ebt CDN;AWS;Com Receita;Cliente;Odin;EMBRATEL;;;;1036514;1270529;654654405846;EMBRATEL;1036514
CONSUMO AWS;Ebt CDN;654654405846;484907503597;Rede-Vida;1086665;1289595;REDE VIDA;REDE VIDA;NÃO;CORP;SIM;001 - Cliente;Ebt CDN;AWS;Com Receita;Cliente;Odin;REDE VIDA;75428530008;61.413.092/0001-26;TELEVISAO INDEPENDENTE DE SAO JOSE DO RIO PRETO LTDA;1086665;1289595;654654405846;REDE VIDA;1086665
CONSUMO AWS;Ebt CDN;654654405846;626635437494;Audit;1036514;1270529;EMBRATEL;EMBRATEL;NÃO;EBT;SIM;;Ebt CDN;AWS;Com Receita;Cliente;Odin;EMBRATEL;;;;1036514;1270529;654654405846;EMBRATEL;1036514
CONSUMO AWS;Ebt CDN;654654405846;654654405846;EBT_CDN;1036514;1270529;EMBRATEL;EMBRATEL;NÃO;EBT;SIM;;Ebt CDN;AWS;Com Receita;Cliente;Odin;EMBRATEL;;;;1036514;1270529;654654405846;EMBRATEL;1036514
CONSUMO AWS;Ebt CDN;654654405846;440047267253;Televisao Modelo Paulista;1150317;1349788;TELEVISÃO MODELO PAULISTA;TELEVISÃO MODELO PAULISTA;NÃO;CORP;SIM;;Ebt CDN;AWS;Com Receita;Cliente;Odin;TELEVISÃO MODELO PAULISTA;104774510023;04.425.426/0001-48;RADIO E TELEVISAO MODELO PAULISTA LTDA;1150317;1349788;654654405846;TELEVISÃO MODELO PAULISTA;1150317
CONSUMO AWS;Ebt CDN;654654405846;737138011180;Positivo CDN;1150317;1349788;EMBRATEL;EMBRATEL;NÃO;EBT;SIM;;Ebt CDN;AWS;Com Receita;Cliente;Odin;EMBRATEL;;;;1150317;1349788;654654405846;EMBRATEL;1150317
CONSUMO AWS;Arezzo;659590126936;82634138872;zznet_aws_prd;1134715;1290489;AREZZO;AREZZO;NÃO;CORP;SIM;001 - Cliente;Arezzo;AWS;Com Receita;Cliente;Odin;AREZZO;3583800015;16.590.234/0020-39;AZZAS 2154 AS;1134715;1290489;659590126936;AREZZO;1134715
CONSUMO AWS;Arezzo;659590126936;124355681690;Security Tooling;1134715;1290489;AREZZO;AREZZO;NÃO;CORP;SIM;001 - Cliente;Arezzo;AWS;Com Receita;Cliente;Odin;AREZZO;3583800015;16.590.234/0020-39;AZZAS 2154 AS;1134715;1290489;659590126936;AREZZO;1134715
CONSUMO AWS;Arezzo;659590126936;127754978619;DR Arezzo - Ecommerce;1134715;1290489;AREZZO;AREZZO;NÃO;CORP;SIM;001 - Cliente;Arezzo;AWS;Com Receita;Cliente;Odin;AREZZO;3583800015;16.590.234/0020-39;AZZAS 2154 AS;1134715;1290489;659590126936;AREZZO;1134715
CONSUMO AWS;Arezzo;659590126936;139343765630;Blueprism;1134715;1290489;AREZZO;AREZZO;NÃO;CORP;SIM;001 - Cliente;Arezzo;AWS;Com Receita;Cliente;Odin;AREZZO;3583800015;16.590.234/0020-39;AZZAS 2154 AS;1134715;1290489;659590126936;AREZZO;1134715
CONSUMO AWS;Arezzo;659590126936;171430731600;ZZImagens;1134715;1290489;AREZZO;AREZZO;NÃO;CORP;SIM;001 - Cliente;Arezzo;AWS;Com Receita;Cliente;Odin;AREZZO;3583800015;16.590.234/0020-39;AZZAS 2154 AS;1134715;1290489;659590126936;AREZZO;1134715
CONSUMO AWS;Arezzo;659590126936;227513978281;novo_ecommerce_aws_dev;1134715;1290489;AREZZO;AREZZO;NÃO;CORP;SIM;001 - Cliente;Arezzo;AWS;Com Receita;Cliente;Odin;AREZZO;3583800015;16.590.234/0020-39;AZZAS 2154 AS;1134715;1290489;659590126936;AREZZO;1134715
CONSUMO AWS;Arezzo;659590126936;231448541707;zznetwork;1134715;1290489;AREZZO;AREZZO;NÃO;CORP;SIM;001 - Cliente;Arezzo;AWS;Com Receita;Cliente;Odin;AREZZO;3583800015;16.590.234/0020-39;AZZAS 2154 AS;1134715;1290489;659590126936;AREZZO;1134715
CONSUMO AWS;Arezzo;659590126936;248601350149;arezzocoaws;1134715;1290489;AREZZO;AREZZO;NÃO;CORP;SIM;001 - Cliente;Arezzo;AWS;Com Receita;Cliente;Odin;AREZZO;3583800015;16.590.234/0020-39;AZZAS 2154 AS;1134715;1290489;659590126936;AREZZO;1134715
CONSUMO AWS;Arezzo;659590126936;268200823138;Sandbox;1134715;1290489;AREZZO;AREZZO;NÃO;CORP;SIM;001 - Cliente;Arezzo;AWS;Com Receita;Cliente;Odin;AREZZO;3583800015;16.590.234/0020-39;AZZAS 2154 AS;1134715;1290489;659590126936;AREZZO;1134715
CONSUMO AWS;Arezzo;659590126936;273354627776;infra;1134715;1290489;AREZZO;AREZZO;NÃO;CORP;SIM;001 - Cliente;Arezzo;AWS;Com Receita;Cliente;Odin;AREZZO;3583800015;16.590.234/0020-39;AZZAS 2154 AS;1134715;1290489;659590126936;AREZZO;1134715
CONSUMO AWS;Arezzo;659590126936;278746303633;novosnegociosdigitais;1134715;1290489;AREZZO;AREZZO;NÃO;CORP;SIM;001 - Cliente;Arezzo;AWS;Com Receita;Cliente;Odin;AREZZO;3583800015;16.590.234/0020-39;AZZAS 2154 AS;1134715;1290489;659590126936;AREZZO;1134715
